"Class","Method","URI","Host-Header","Host","Connection","Accept","Accept-Charset","Accept-Language","Cache-control","Cookie","Pragma","User-Agent","Content-Length","Content-Type","POST-Data","GET-Query"
"Valid","GET","/gk/eMZgChRbr4Q-K1uNT/e-w1Jn39uqeVL/athrorhpX/lns/ny0e55/eJ06hFsL/3_3tSQjR8Dr/.vfromZ4goA@ncNPsam9/igyLF/hGb9/txe6ioeaasdtimh34m.shtml","HTTP/1.0","48.6.235.6","close","audio/basic;q=0.2, application/*, audio/*;q=0.9","*;q=0.4","*;q=0.0","only-if-cached","beraPdcnz9abhd=Tshe 1ze$v89sainclude;csexecJS.=o3_79g;hains=070;eqndrutry=N3ib;bbtd31eeR=oH143gtlXZm","no-cache","ovJWoRT http://www.dkqEel.de","","","","nqlsfrolnnmeq=39613&wk7.=ukZbN5L&5MC_92NxL=7ggi2beb&derdgee=05977&dQ_Qvar=461979&uoEhicrHsleowi=re7qsh58&s9rcTGiseoe=iIWUvROhz6&4oneo2t9di9ec=lY0J4&il2osiiyswll=3&xmdsm=175800625&rtdaepsntk=2746101&bEo1=173060049"
"Valid","GET","/9https2ivGkstyle-vpmYVE/ucsensin.htm","HTTP/1.1","www.eIaii.it","close","*/*","koi8;q=0.5, utf-8","heltu-sea, eswrtu3V-eawl;q=0.0","no-store","o0eva7PhTz=eIotuhnatpdn;r@etcB.R=o9-;9EEP2A=21686572","no-cache","hihuahbol","","","","5ewnAb0UsIbno=12734&7udtXHC=2AdO9Y_t&ozo=99175&Rat5on0Qd8=8559306&thaei=1428&GNegwaelntd=%2Be&ehitte2tbn=igMvh&aetns9=ifv%7Eet&aazT=atmp"
"Valid","GET","/--4form0P1547/he6K/eSS/Q7i9bizovtAajs0n5i/xp_3/Eflwem20afeyedhucOi/t.vxS.asmx","HTTP/1.0","62.1.180.92","","text/*, image/*, application/postscript","ks_c_5601-1987, windows-1252, iso-8859-6, windows-1251, x-mac-arabic","a6rt-etsnsS;q=0.3","max-age=9885","house0sotl=sjoni","no-cache","mtaadu/5.9.6.6","","","","hohrNl=31&rqtpanbia=Ao3eewTied&AU4group byRqFdAMX=taesoedllAer2k&IagseXaeo=Ha0+m%3B%24+4e&girsllmyn4C=tjpx0&Tnn=having%3E&nbipi5tod5oaarn=niouxtermnogft&ead1tEheo=fhn+t&i5cfstnHreikuve=337093&hsUsNsssg1bu=s-CFNP0&RMqrcp47m=slarhon0nev-e"
"Valid","PUT","/izcP5QliSWsUpOjGE/xtq@o-ZzGRGQok/h4x-CC1rQIb9s0/m@GUInQ/tPaincvhleqs/s_B/e1SNd/yc_KORWHU6/-hocBNscriptR1.1oH/services-@f/ahlup.js","HTTP/1.0","www.tucgZjOt.ch","keep-alive","application/zip;q=0.0","x-mac-korean;q=0.8, windows-1250;q=0.9","*","no-transform","khoLhryeeraE=nosI4N;ri1DfH8m=ocebe2sotci1coW;imitncshai=35;Twk166ahst=shTOl;yosEantLY=tlodb27io","no-cache","Mozilla/7.9 (Windows; U; Windows NT 1.2; cc-eb; rv:2.4.3) Gecko/76926906","95","application/x-www-form-urlencoded","oarf=7nalo&yksoh1jb2O=e]l4liTes &8Guj@=i-YbXcv&j6i=h l&cMGTwE=tszwirTuu&tnIxnSa2teacne=640020",""
"Valid","GET","/Ir/dtmpG0TvwhereF9@nullihome/jawACDPk/zsHE41imh38aL0@@2UQ/cwwi/ttiiusu.mspx","HTTP/1.0","www.ulknrrlfe2.be:80","keep-alive","*/*;q=0.1","*","8jnxWdt-tndeAoaN;q=0.2","min-fresh=37533","bCgrT8=pant\\$fa;teO=88404362","no-cache","apTpbl48t (iieanCMs; tU4mGp08m; sZ49ke; iXbWDlkpk)","","","","eddl2iihnelaiab=ft&l1Nktnihm=62czAqWLvLN&ZCl.DCPGD4B=ce%3Ff&aiepd20nw=8042339&hCshs=r37fatmqcn&uNelhjCnai=elnet0irhb0o5ee&c9e4lttsyaw=sd+Ou&rERCv3vePLcrcp=oaiUf&enyemjnrlmr=ml%40v&eyii=wre&NZ92UitEY1Ha=rC-W8VxX&hvfTaRmgrCngou=e9echo%3B"
"Valid","GET","/rtvREynoitaush0eh/nwQ0/nLXRSRkTlL6W7XLP3TJ/9h8eeEt.gif","HTTP/1.1","www.hwertx.uk","close","image/png;q=0.9, text/plain","windows-1255, iso-10646-ucs-2, koi8-r, windows-1254","8s14s-gbkkIeuy;q=0.7, o6th-nesbO;q=0.2","no-transform","db=)SilnnG","tees='Eul'","Mozilla/4.2 (Windows; U; Win98 3.4; 2q-hs; rv:5.5.1) Gecko/20147176","","","","oLIR4natnagnemr=hlnanilsUnpcs&ouBna3e=rauiwOt2eanhm&tsihuinb=autafrynEac&Q2-bP8sreplaceW=group+byaewnnrfwcopyadls0a&cmknnaauetsaoam=ugkNW6&vxgecoo=eservicesUea%26fs4%288bi%28&-GqfO5=0520832&ntaeludeoun=71760933"
"Valid","POST","/a70Q/ioo9teeanr.php4","HTTP/1.1","www.reeIaez6.uk","close","*/*;q=0.6","utf-8;q=0.5, windows-1255","*","no-transform","leegtsaEtsdvowo=93tis/lsWninputsCyiorm;ctremMfuxowM2=238","no-cache","r71S_Ro2 http://www.srepbv.biz","143","application/x-www-form-urlencoded","@B-htaccesL0drop=rKr7&gs= geb&l8YOdropSN6gmochasS=p@ettJDu4&uiver=392&othoielsmn=54&hehcoogditad=eNnmqWGX@rC&7BGhb=2680118&qzVwL=5645350292",""
"Valid","GET","/yetj/ifViw/Ow/e0irep/pEo7g6lrLp9/aqW6/QrCmailvac/qL0xqWSrlTPgvuTxXJ.sh","HTTP/1.0","106.173.191.123","keep-alive","*/*","ks_c_5601-1987, iso-8859-8-i;q=0.7","aol-g, hid-A8ymtbtt;q=0.2, bocl-rjje","no-cache","cvotye4e4re=nNtaa;weetil3etv0=05228196;f7g=4912737277","no-cache","3uEnzyw","","","","1uT.IOyFd=Sa&CbPl77FscriptDT=fS7n&0nryedBHio=reoqWvon0tnUar&_keNCetmbPb=a+&i4yalFGx=%3Aes3moo&Amje=i_Hva15xSTv&estylewMGuXI3WOX=pZrc921_&fge=6&to=erDdi5i1htehi&ofFt7ehHeaiaR=74866281&ilrr=h9I8uP-&inh1aissl=hrmaci&mx=hntnE3lT&ae8eeevis=gu3wuteneddehszdWS&jsoa8qrheFre=tem"
"Valid","GET","/ouEvcho1eCphArh/6a/WSechoClifscriptselectJCZ/dlotntb/aHw@bJnY/etAhC/Kf/aq95msCWw/ifU_vHJAaccess_log/rqDf/oYm.cfm","HTTP/1.0","77.184.36.62","keep-alive","video/mpeg, text/*, audio/basic","x-mac-turkish, x-mac-icelandic;q=0.6, shift_jis;q=0.1","*;q=0.6","only-if-cached","yeyehm=sndL;ump=sro:;eok;ilepl=utmV6sn2","no-cache","eg0uonfm1plrnv","","","",""
"Valid","POST","/HH.6TtelnettJGdmtx.bin","HTTP/1.0","208.6.241.95:8993","oazia","video/*;q=0.8, text/xml;q=0.7, video/mpeg","*","cge-MUmnttm, eng-dvs9t;q=0.4, rhI-htagdBue;q=0.3, arehseAo-e;q=0.3, rtpeqn-srehe2;q=0.6","max-age=4438","3mth=/rtacreh06ntaT3tteand;sePt=6536;yosEvoo=roh;erk=rtseDcrer","no-cache","rxf9sa/9.1.9","221","application/x-www-form-urlencoded","whyatXK=6mffqGotmytwioa&amiAo=46996&soa=gwarhAtmneeoaae2jz&eegobqeue=33969&kDXd-6V=2&m7Egroup byWSsock_streamUhLCb=scsfnrswnitelcXouZ&owehrthnlXost=ucpyiyhnodeb=&sosphyiartv4ko=60&bSneieermergr6A=9912560&wweo=ia7mo9nozr",""
"Valid","GET","/oELRxhXU2i0MWP/uou_vX/formBBbexec8/rti1cu9/hOs9LvmeA/y_drG649pTw/oewrah0n4tlaovxFn/er8bOFEN95vTRs3m/VwOformtqidjtQ/t83t/3hoia8srthio/2iuassen.nsf","HTTP/1.1","147.139.203.240:80","keep-alive","*/*","*;q=0.1","es57e-hr0u;q=0.9, w0-osT, a-houeen, l9re-itgiwny;q=0.4","no-cache","VdhV=6795522;RgG=g2h2iifxooot7u0ed;YSbJ=6005000239;oHi= et1<;hNwmeeLsr=qQj.MXEpKgP","no-cache","Mozilla/7.1 (X11; U; Open BSD i386 0.9; ie-E0; rv:1.1.4) Gecko/71579885","","","","anLues0o94t=o%40oq&o67ox=tbaxe&rxneRRwiaesh=ws&e3si8ba=ueYtdiIetaox1hQ&an3lr64Iuct=bmlLeon%24+-+e%5Blocationhe+0&aehus=5141551&tahr=58734&oud3o2Nuiolmhdt=wu6v&satstatete=he+ou+%40smm"
"Valid","PUT","/7it2APhV4v_YQQtY/de3erM.exe","HTTP/1.0","www.ettdc.uk","dssqeajt","*/*","euc-cn;q=0.3, x-mac-chinesesimp;q=0.4","ha-46lT;q=0.0, ansn-avsco;q=0.8","max-age=0","i3=O$i","rcf=he","aree (aMmWOI4pAC)","110","application/x-www-form-urlencoded","Djtn1Attt9tpmv= inputSf5&mdbtoui=i7le&uc7nhs1naP=hf~iipgh&c52hvnnaea=1poAnsr&rae2anet2g=08821&qsrjg=ehbaiwhn",""
"Valid","GET","/slwkxRceinyhekiaAode/sz1pxq_w1LM/r.JYHe/vt8tyu3o1snovTidiaI/nTHAS/nccj0eeswLekwqoDeI4/u_7iv.htm","HTTP/1.1","7.198.136.144","close","*/*;q=0.3","x-mac-arabic, iso-8859-8;q=0.1, macintosh;q=0.9, x-mac-icelandic;q=0.4, koi8-r","4zli-ieo6pi;q=0.6, sh3r-aou, f-dceo2h;q=0.5","only-if-cached","i4pnteiixTmhko=eihtw;naEgjbtr=jcap;Eeteenaaeser5as=5ut;Kboot.iniPT=570;itda7=pTgei","no-cache","iM1KuW http://www.ututi.biz","","","","ht=sbxtn&JtnselectsRM4TH=G9stsrnuse&Xp2700Zxc_R=199830"
"Valid","GET","/HAAVh/xeawaeaoodiat/HScEcWaq/xlVzA/oh/aRgfth/p56fDiDzd/6eer/ieo8/FG9chavingMN/stanrqe7esui3aleede.gif","HTTP/1.1","www.jihi.st","close","image/jpeg;q=0.3","*","*","E='uhyb0l'","kso4enocst5h=e5errmkhunionEt;tktdrtmemE0='w)e;mEui0Gg3=nformA;at=26;l0noeiseorgb=oz;otItpd=knxoIDaselsa6TA","no-cache","e5argo/8.5.0","","","","eore=pH.%40&_pdq=8971622783&w.f84=senccuBenaeb&yrU.4o086connect=nikr%245+nimgaewp-disilsamno&NldInz=h&SttrihtmP=mB0&obtsUsaeaumofso=ste+e&5eisaaryo5kx=nN%4056N"
"Valid","PUT","/YK5pcmdprocessing-instruction/l-1rY/ePhDsQ/script1YTWBY5DiZg1J/1egpm6rAsscrl/uthtn5sbonzA6opo/jh2haaeexyatthno/9IIOuXlMh6Gtl/5sE@d@uuQdkf.css","HTTP/1.0","www.r0r3y5e4eE.biz","ysndene","*/*","windows-1253;q=0.6","*;q=0.7","only-if-cached","buRYqsamKbj5=887095;eeeiyneitvsv=c0aPtin;hCJjxtermperlUvxNYn=rr:ni6tdv|cntcse","no-cache","Mozilla/0.1 (Machintosh; U; PPC Mac OS X 9.2; 84-nm; rv:9.1.2) Gecko/68762783","171","application/x-www-form-urlencoded","hyBbparL74evn=httmognrioth&eeati=newa7eetaauR8eeof&rg4hHv=0&taOm=5&lasnbleWxig17=<e&3LUxCCTZP8=stdinaenwinnt&btvwl=49&slbbegHf=\\\ee)&ewipfmtn=e1n&HVo=it5CTS&Tuuik=i1t",""
"Valid","GET","/ZP/R38-7/iY3l-YZWK/6GMdeletepFmNF5orKE4/agwIgcg.css","HTTP/1.0","www.shohp9ls7.de","4BPtt6","*/*;q=0.7","*;q=0.8","emy-pInbv;q=0.9, slsaeeeo-a8tmq;q=0.9, thkeim-tdpc","max-age=352","snmSnAo=linkee;uinput7WnullGv1y=2208637;bai70ondlt=988;raul=610602582","no-cache","Mozilla/5.2 (Machintosh; U; Mac OS X 5.2; bt-ml; rv:6.9.3) Gecko/51777739","","","","HLQ0YpIwPX=tges%5Drrtjsystyle+ei&F.faVnq6=e0dn2-noe9I&vdzmihcretec=e%3Dw&euRuafymfiSlsHx=o9fw3&xdfedsaueootHia=3&rst0V5td=bpnuiovariNy%29Wpm&sno=zrmOdelete3eI&ihniesicwea7=815163&kwofiD1n=onuwhereu1%7Eu&kFxp_Hbin=386&Aq8aRepstY=8104&kx0hjyjdef=ss4&3GkG=4110423"
"Valid","GET","/ie3lttncf.tiff","HTTP/1.1","www.eAe1gao.be","close","image/*, audio/x-wav, application/*","*;q=0.5","*;q=0.8","max-age=600","59wgetNYPqx=9;o6ciretv4alltnc=6061315193;no-KsLv@yr=r.4WnVjL;b9=)cnph-rePtmqexp_yosi;a7a= l2","no-cache","Mozilla/7.4 (Windows; U; WinNT 1.0; 2P-3t; rv:5.5.1) Gecko/62213635","","","","cbesxehsl=adZTL83hvU&o3EnmEqumoau=s&stECi3diusp0nut=e4aWi&m9heh2iLiCseos=060209&ini=fd2tLOvoo8Acfn&qlrkAscTe=agno%262if-dtj&u-qm=2298&dsorutR=51&whX0osuvyee=7%3E%7EeeFo&iessfaqsro=12458379"
"Valid","GET","/y1McMaETvUKYtF/u8a/metaW1sVUexecJ.ZfG9Zw/IPPtaccess_logB_mAtelnethtacces/a0FVp@mmMAEiycc7YM/TF/dc2irht4amubioisunr/hj8ihtpassqxml/qisea40he.jpg","HTTP/1.1","121.116.185.198","Det6","application/zip, image/jpeg;q=0.3, text/*","*;q=0.4","lis5tih-toh;q=0.4","max-stale=20","tairfhXet=narotlhexeccNird","heso='urot'","Mozilla/6.2 (Windows; U; Win98 1.6; cn-oa; rv:8.1.2) Gecko/40431758","","","","nutoe6apmnee=xSA1vPvc4&iacp5ea52i78u=tyN&UW4t=1656765&oepDoju=x+2tood&aoosbcsklgu9iur=8ef2ThhAdhstpt7s&nnaw=e7wdiraOvtu&en7g5X4=028&lBkedasam3to=rNcm&sfimgobinWaIJDs=hE+eQO%25jme%40vd0ediscriptscript%3C&jzebinyhl=606&ee9UdjhnaewEch=oq&.node3bVmogZx0a=+rm9nc"
"Valid","GET","/sgmwedenbudddt/8dwUSA/kBrw7z_/s2m/replaceriNKEhXtK@.jsp","HTTP/1.1","www.srrth0aoA.be","oznCemm","*/*","*","mbm93T-ld;q=0.6, tutnr-luener, o0wmeph-rm, otionen-n;q=0.3, f0frr-28ni","no-cache","7cioTshrrtseahw=b (8@;epsnesji=bnrledneex;irY3dnonottt4=saTrce","efdofrt3=kio2","alsaresb","","","","euettafFaHs=uwal&8hhrtgsidEauf6=nfbuo&akhylzves=300497&vezDSslemrh=elrnrahf3alo3d09e&whereJpPV74nx.=327&uh01eTnhtdO=shrratqt1T%3Cesa%40mocha&GSiphp8=rirO7haog&d4ftds3eeffa=omaEdqboot.inicdh&pi8esdaa=cly&fa1o=mexecni&IhqrEaouct5oA=%2Ba&itmenViwhrmaa7d=58600&e9bhew=ahu%3DgEAfanee9en&ager=P%5CIl&9mqQ=bineero"
"Valid","GET","/a6replacekBT4pvNJZe/tuoer7uetn6fs/srnme/bbFoExiL_lG/rcfP6TB6_TCbVQYs/v7VrkQTVgjAp/nqdWF/e.WX-yvAQFd0j4FX.JO.exe","HTTP/1.0","46.77.149.76","sntEl","*/*","*;q=0.5","piod-inl;q=0.1","max-stale=7","6Mq7=haasExosgt3lh;eahsI3tjEoshnea=960793;flsb6mhg=wQ.o6GHC5mIZ;2suPtid6aBs=mw2-zFHyiO2N;mrtxogrsSefet=tdetgte7ergmif0d","A=v","fDc6rlsht/7.9","","","",""
"Valid","GET","/d@ZN0Ge5hVW7zfa/mgddLlEnc2n/W5QfukaE/hoaueadoabu9otrt/ra3/AU53Ma/eEy/rdjSOyx2/YO_.asp","HTTP/1.1","www.G3sqFeia.net","fsseA","*/*","*;q=0.5","*","no-transform","rYbtttpRrrpAgsi=gDwe3otksc;erdpetao=$rcpoha;oe9tthsaNeaufi=377;eoaTdDdfsaa=rselect;tetao3e=h5 un;bkS8FHvLBtf=aE=$d","no-cache","d1SVm@ http://www.firMe.org","","","","aras4e0r=4&fephass5hy2=9rexec+&seXeIdpuxrggtn=k%5DT%25e&qTprocessing-instructionAIwget5Pautoexec0xO=E7&gepo5p=firC1&jEmetamD=2207093&tdI=h+ne&OTbfI=dl2net4nlnkLdjWhy&r3anpOeh7cenr=eIi+etzea%3Ed&odu0t=5&tdov=tideletewuo%3E&ZODTtQyIxtermCAX=%3EsilmU&tb=17730&8JABkH@=4"
"Valid","GET","/LTE9cIjFZbARA/sifrireeeheeoa/tcajminuUsohoi/scowMr/pJBuN/hrsa1OishwnyseoenhbM/TrencvcgaasitIer52b8.jpg","HTTP/1.0","92.86.6.203:5751","CsrsEyto","*/*;q=0.7","utf-7, iso-8859-7","hrf-tnienwnE, mleeames-eawnzps;q=0.6, anlkmwr-t, hr2oen-HlH;q=0.9, orn-ahsoae;q=0.8","max-age=24296","rE=700531;lmeasze3tsgma=adeTethnrreknitaI;.jkt8=687496","e='Oa'","Mozilla/2.6 (compatible; MSIE 4.2; SunOS sun4u; sfispao)","","","",""
"Valid","GET","/R3ata7kvNn/uo/xwX/iJuzX.html","HTTP/1.1","130.69.104.7:80","keep-alive","video/mpeg;q=0.8, video/quicktime","*;q=0.9","*","no-transform","fUsL1hEOapeeLsa=isxHiapwmeen","aI=eh","Mozilla/4.4 (compatible; ca6se; Windows NT; nritrhiob; pNEgoeynht; te7uroee)","","","","ene6ss2ltmle=ibsh"
"Valid","GET","/wPcXOpPnjdhusrA/spgi1ie4mziti7h8cenZ/xRl/1cwetaojcihmiteorrE/zrvYL/dSh8atbrn/zLs/sDj9vVva1nV9/derftrezssspreEr/eFycOAa7oe.php4","HTTP/1.0","www.ineni9soa9.uk","keep-alive","*/*","*","wuwinde-iz, rtloL2-d, mtsssgF-shp","max-stale=79378","ush8h=htehinm9hysIgm;bzMVRs7Bt3W=L ;ju1eDneircupa=N","ocVooey=4s8tpe","Mozilla/2.8 (Machintosh; U; PPC Mac OS X 7.8; 6g-Ee; rv:1.4.6) Gecko/26597963","","","","eaSi=53&toasSelea=trhweera&hetsrunie8eEieU=ziescripth-Iupdatesh6r&hen=62392&soP8t3c3a=ollm9ZCMXO1&loeee3=hzoG&so3kgs9nsiea=ee&8t=i5zL&rde=362&nhhddmificne=uaSaccept&D_ErRCMKDVWall=itre&snclme=Testdin%291&bttoeh=56038061&nociritsr=028584"
"Valid","POST","/u1sdtnlxy/BDo58ZGcr2FvLa.html","HTTP/1.1","www.eeeus.it","keep-alive","audio/basic, text/html","*","*","no-cache","nrjayob5uuyet=26366;2in0oyNthc=e xho;oursrterdx=ir;e1epmnpf< ihn:+;access_logF7V7-XnG=z| ;gugxAoelhn=24;aloleeaeiaE=wRcHatt","no-cache","c4cF4cFbLm http://www.adruee.gov","219","application/x-www-form-urlencoded","durdo=~snwc d&ee=oaa&toof=a_JNE&krsdhah4=voa3hsaaa8&6CoptP=atce7bevalhti&ssfElntsy6D4u=ey=styler&qrub5snosn1=546329&iEq9h1a=hetbpg&sbrR0=pIvKh&tepueX17tpi=estdsgRhtxaarlm&lFwwdIH5feii=M9ybs:stmocha'ub~iH9e]t",""
"Valid","GET","/Da7evalfromnFJzoaUselect/oBpn/rhEiah/ICC2/o5Hyl/e5N7ekVviLEp-K-K06X/fnTe6neRSaxoraoih/naaaihttbtes/rZ3KKSr3uXtiXgX.bin","HTTP/1.0","www.wcblU.gov:80","close","video/mpeg;q=0.7","x-mac-icelandic, iso-8859-15;q=0.6, iso-8859-8-i","drpsw-oy4b5s;q=0.1","no-transform","loe=5%EiNyoE=2;dSt=EEeaccept","no-cache","teue (mJqeW1N)","","","","sU9httpoYP=Oogihezoo6ethekiys&t8paiS=to&VX86EMtrH=rlatgtuje8est+l"
"Valid","GET","/fCwpsCJU7w/bP04oCzOy3x/n3TteUaluoaaea/23xaoijQdimiTN72oo/Jd/ekmtW.O5mswY_w.cgi","HTTP/1.1","www.eeabectNEc.ch","enof4","*/*;q=0.0","*;q=0.0","*","no-cache","hwbh5whelirodrG=t05uWBp;it83fosoine=265;eti8eoeipn=9652905;e4iEwhoeel=asNtbruhe;tZz4scriptS22dscript=Aptexp_rooN;tepmn;2hen=608","9t=ibalooo","yfQPIQME4W http://www.Acul.fr","","","",""
"Valid","GET","/UDLhomeuFr_.h7la/cvkwctwHh/pSm/lJxDLfM77MMgphXb/Kidffpst90dk4V/8kMpcYtojRrMxWjzlX/iL5cu2TCb9I/hh6tiNvf5rpAheaoa/7u525gKj.5/zkG4vhPKPORY3ySq2/eJ.asp","HTTP/1.1","173.16.252.111:189","keep-alive","*/*;q=0.2","*","tszt04r-eCnruLd;q=0.7","min-fresh=94433","cniuEroapdieCq=lkn8w5tdeleteunionchc;am5tj=32eplocationabeqtdnYedvarih;EeNhyey=ha-","no-cache","Mozilla/1.8 (X11; U; Open BSD i386 3.3; bm-ye; rv:0.4.9) Gecko/91667129","","","",""
"Valid","GET","/pyhsJoHbpxHX/xFf.J2K@sdjYVTadGVDF/e8x_-cqEdH2ew/cVKVV6USq63jaEAanz.v/mexecV/iohqqx_y3XsVYKn/y0ed2Da/c1_kJDBYbHLKtH39/bR6eds/wlm49t/y5w/h0sTe1u.mspx","HTTP/1.0","88.201.125.210:0033","keep-alive","video/*;q=0.3, video/*;q=0.7, video/mpeg","*;q=0.3","N-hs8eEfh;q=0.6","no-store","oeuo=o$mceaAois;oadettaeq=355274;ehnaI= ;e1d=On1n;MIYJhaving=057880","no-cache","Mozilla/5.7 (compatible; MSIE 0.0; Open BSD i386; itebt)","","","","eicsqittbnLnr=oom&mmitlra=r+eoai+t&ism=5osa&kOjmetaR1cS=reDo&c3ZtDSP0xB=nketdsshutdownacceptta%28sUi%3Faahe&gstjayuy4m=e-HD8IIM&dgolamsbc7c=dgnlnn&sZecxe88eAtTla=uhOisc00uamdeOuzaF&K-Mvzob6Yv=i44eibwi&EsoerTttlmnh2=44&PQdubHLsb7F=rmtt&eeer2cenmmaan=1LYUaHM"
"Valid","GET","/fromqZgdeleteGUNinTGaccept.jpeg","HTTP/1.0","www.eioee.it:8","lnrtgoef","video/mpeg;q=0.0, video/quicktime, video/quicktime;q=0.5","windows-1252, windows-1255, windows-1255;q=0.5","pi9or-f, m-Ayam;q=0.7, mlsw-Nre;q=0.3","only-if-cached","dndybodruaa=A 9s;nomnwsomrw3e=nxg;TOrhtntso=1rdivim;7oapeo4pFdehC=i@LmnGYoV9;BX-vco8UT=snfscriptw0e4tewRnctekt3;iohim=eIteawun","elsSoo0=ianns","3Ii1nd/1.3.8.7","","","","tdotioa=9835068&G1fAvx=3009&dst=%7Etreplacez&apoFo=mdeletebu&assz7nfttij9=ee6hvbscriptt7c&wtiNntscn=6798904016&Neii4ttyseiso=dQoek&qEt=96698&neaRoer=%3D&tnsltTH=rtnetcateomkneeval%7E%28"
"Valid","GET","/ev3rWP0/t2louykIooDpods1n/eAdegQPtSdGNfgzN1-S/entTihdsnjn/M1X@servicesLTCbq7c2/-9/iuHAiH-7a.fQo.php","HTTP/1.0","144.64.209.11","keep-alive","*/*","euc-jp, shift_jis;q=0.5","*","max-age=4969","tT=tbwncTd;aTTaOls=uiet3yaNdnnnolud;dz=7342479;OIGV=8933;ps=4;ieaex=13578574","no-cache","a46jrnfIBta8ssiwsele","","","","@VmincludessystemLEMbhE=T%2B&winntBDnx=ewaase1eai&emne0zehlsl2=ftpesntuai6enr&edVgmlnflmrtr=not&aWhoTdhsaeh8Su=2566&k5276ttrebtaye=%40&i6uutoicp=uhin%26%28u%25rcpa&e7dsEunoayugil=A&A5L=arboot.inimd+&6t=+xp_eOr%3Fs%3CrhDecae&tgtrwqtadpmets=ton2Ohfa&pl=5&hp4s0ooersN1ao=wCX5E5Et7R4&asytdupdeYne=ohhghsoue0htql7b"
"Valid","POST","/5ttio3ieTseghiuWehsp/9XbFtJ_k5sR9/sdiZe5CA9s4/etMt5Eo/aaixgaih/izdfnv.php","HTTP/1.0","www.ufsnrcsg.net","keep-alive","*/*;q=0.0","euc-cn;q=0.7","s-qtd, oOsry-o, f2yan-lzjdTos;q=0.9, niaarp-n, nsffh-ollDl","no-cache","UjHhCM=950545912;nriiuq8eaht=]neymEo5ometaoadM2srjr8;xEnt=mastrstni8ehEon;neeeai=v;r4tls4osCno3=zsdn'7sa;a17ryllknSdO=14","no-cache","Mozilla/6.4 (compatible; 0proy8ese; SunOS sun4u; rfonkurwt; nteSRon)","82","application/x-www-form-urlencoded","SerbAt0t=eorscti7nlv&yyroVon=heeoejt -rtatorr&wp-f+ &Rahptmolahmah0s=hxEdU-7q.",""
"Valid","GET","/16QRaYlFqZxnq3wAxD/eRFmdA9/tvfyIy@mgzl4AgbxH-/1tlaenh1Ofqcnsretr/tS4D.png","HTTP/1.0","www.eUeeft2.gov","close","*/*;q=0.0","*;q=0.2","*;q=0.4","min-fresh=838","U7hEfvbscriptB=dgcs2dttetx2","no-cache","Mozilla/5.0 (X11; U; Open BSD i586 6.4; ie-uq; rv:8.9.0) Gecko/50939405","","","",""
"Valid","GET","/SsKPGLpQ-2bBdV/wlPPmwmbbaiB0TCUBk/trabue/xefw13/e6/wgBJayn1msO/ttoldnnr.mdb","HTTP/1.0","27.145.49.48","close","audio/*;q=0.8","*;q=0.2","t-hysawo, 5y-Upc;q=0.2, ih-a, tTp-cdeie8ua, tr5tgS-n;q=0.2","no-cache","enRneuana=wandr;tajxthioeirshe=sxml3]openoLexn;otlnezudksfsNc=aesoWaold9;2i=ltRe8ribas;mtaslprvtto3rc=boot.inihHgi/vns1h\\;g4=oe","ectrssm=ttoo7sq","nT2aaMsnYibiemy","","","","6t=evq56&tmrn2hhde=1&1ildlboot.inia4L5O3=aaix&rtdil=ySgis%25urascriptnldropualrn&telnetFQlvbscriptwcb=hT5yMiHJ"
"Valid","POST","/blhO5slrre7elt/_MhttpsxJui2/humMntjw4v7A4N7-9IGx/EeoH/iJm/0czn3ryrdAaQAT/e3gOysd.aspx","HTTP/1.1","152.173.217.176:80","keep-alive","*/*;q=0.5","cp-950, x-mac-korean","*;q=0.2","max-stale=93001","feadse=N-MeAooeUsde;2cKVecK=h9ZpwxDN;aaxnunB=EIlulrHdo6d;ghcguoR=s/kt;yoaabret4atrrlh= 7;sdtts=071892051","no-cache","osnnss2/2.9.7.7.9","262","application/x-www-form-urlencoded","1t1eebeIza6hs=5218&a6hua4sfromYr.k=wtcn9Hdshro3whEa&sd3helo=wcledtapirq&anseaAaah6pv=52567766&T.Pu1iSR=7135264&0tchroi9etf=a.1__AFy@Of&rQnejoanRlSoas=tnVIHJ&aedytsetibe=aM0.HVwI&7spjoiat4Tmnjes=266441&attefa=gvs&yRstnea=65614527&iTnypnzbry=52388135&mt=<t[i",""
"Valid","GET","/050/tutre9xbqtt/x1wpmXFivX/iretiYasewsi/eciml8eiian2sceG/lRu9/3tksge/YXNe.html","HTTP/1.1","www.scGeF2ntYe.fr","close","text/*;q=0.5, application/postscript;q=0.3, application/rtf;q=0.8","*;q=0.0","*;q=0.5","min-fresh=72","tiljnsysbfoo=IaoptS8i2ioOdmocha; ;chttps;utHaerttea=5143;Hnon=ner asiframesi\\phpb(  antj;r@7cAor=rcM.RA","a=dNYzeew","oqWFWi http://www.tfoaIty.de","","","","ailnRyo=oeun&xdsrimaEeoeg5ot=wroiiframeuh&rrSntpaMiktfsu=eepapt6e1c&rereiol8Rbb=%27frt%3Ex+l%5BztC%5Dyshutdowniq&wiieaialnaatcic=2ead%7C&ygot0g3aEasbfe=tanOn&OWFX6vguHFI=7&tir9c1OatEengyi=aanr&jwnsqoo=H%2Byl1cetceudN&YgbX=xuatgtlDe2duemoiel&hl8=eMI9CkPiRYJ&rse4ourh2=tt7lpiEcntiz&GAguiNszX79=5&c63cwoj6d=8720047"
