detected_language,label,is_unsafe,payload_length,num_special_chars,url_depth,lang_match,precision_m1,recall_m1,fpr_m1,fnr_m1
5,1,1,242,0,5,1,1.0,1.0,0.0,0.0
10,1,1,261,0,5,0,1.0,1.0,0.0,0.0
10,1,1,262,0,5,0,1.0,1.0,0.0,0.0
4,1,1,62,0,5,1,1.0,1.0,0.0,0.0
5,1,1,39,0,5,1,1.0,1.0,0.0,0.0
5,1,1,165,0,5,1,1.0,1.0,0.0,0.0
10,1,1,269,0,5,0,1.0,1.0,0.0,0.0
5,1,1,166,0,5,1,1.0,1.0,0.0,0.0
4,1,1,352,0,5,1,1.0,1.0,0.0,0.0
10,1,1,85,0,5,0,1.0,1.0,0.0,0.0
4,1,1,367,0,5,1,1.0,1.0,0.0,0.0
4,1,1,293,0,5,1,1.0,1.0,0.0,0.0
5,1,1,120,0,5,1,1.0,1.0,0.0,0.0
5,1,1,255,0,5,1,1.0,1.0,0.0,0.0
5,1,1,355,0,5,1,1.0,1.0,0.0,0.0
5,1,1,51,0,5,1,1.0,1.0,0.0,0.0
4,1,1,286,0,5,1,1.0,1.0,0.0,0.0
10,1,1,254,0,5,0,1.0,1.0,0.0,0.0
5,1,1,167,0,5,1,1.0,1.0,0.0,0.0
10,1,1,18,0,5,0,1.0,1.0,0.0,0.0
5,1,1,237,0,5,1,1.0,1.0,0.0,0.0
5,1,1,233,0,5,1,1.0,1.0,0.0,0.0
5,1,1,163,0,5,1,1.0,1.0,0.0,0.0
10,1,1,271,0,5,0,1.0,1.0,0.0,0.0
4,1,1,66,0,5,1,1.0,1.0,0.0,0.0
10,1,1,33,0,5,0,1.0,1.0,0.0,0.0
0,1,1,57,0,5,0,1.0,1.0,0.0,0.0
4,1,1,148,0,5,1,1.0,1.0,0.0,0.0
4,1,1,167,0,5,1,1.0,1.0,0.0,0.0
5,1,1,171,0,5,1,1.0,1.0,0.0,0.0
4,1,1,339,0,5,1,1.0,1.0,0.0,0.0
5,1,1,55,0,5,1,1.0,1.0,0.0,0.0
0,1,1,77,0,5,0,1.0,1.0,0.0,0.0
5,1,1,160,0,5,1,1.0,1.0,0.0,0.0
4,1,1,365,0,5,1,1.0,1.0,0.0,0.0
5,1,1,238,0,5,1,1.0,1.0,0.0,0.0
4,1,1,182,0,5,1,1.0,1.0,0.0,0.0
4,1,1,323,0,5,1,1.0,1.0,0.0,0.0
0,1,1,331,0,5,0,1.0,1.0,0.0,0.0
4,1,1,263,0,5,1,1.0,1.0,0.0,0.0
4,1,1,259,0,5,1,1.0,1.0,0.0,0.0
0,1,1,95,0,5,0,1.0,1.0,0.0,0.0
5,1,1,164,0,5,1,1.0,1.0,0.0,0.0
5,1,1,42,0,5,1,1.0,1.0,0.0,0.0
10,1,1,6,0,6,0,1.0,1.0,0.0,0.0
10,1,1,259,0,5,0,1.0,1.0,0.0,0.0
10,1,1,353,0,5,0,1.0,1.0,0.0,0.0
4,1,1,359,0,5,1,1.0,1.0,0.0,0.0
5,1,1,368,0,5,1,1.0,1.0,0.0,0.0
4,1,1,231,0,5,1,1.0,1.0,0.0,0.0
5,1,1,172,0,5,1,1.0,1.0,0.0,0.0
4,1,1,355,0,5,1,1.0,1.0,0.0,0.0
5,1,1,374,0,5,1,1.0,1.0,0.0,0.0
10,1,1,238,0,5,0,1.0,1.0,0.0,0.0
5,1,1,275,0,5,1,1.0,1.0,0.0,0.0
4,1,1,181,0,5,1,1.0,1.0,0.0,0.0
5,1,1,257,0,6,1,1.0,1.0,0.0,0.0
4,1,1,124,0,5,1,1.0,1.0,0.0,0.0
10,1,1,260,0,5,0,1.0,1.0,0.0,0.0
4,1,1,266,0,5,1,1.0,1.0,0.0,0.0
10,1,1,315,0,5,0,1.0,1.0,0.0,0.0
4,1,1,183,0,5,1,1.0,1.0,0.0,0.0
4,1,1,273,0,5,1,1.0,1.0,0.0,0.0
10,1,1,335,0,5,0,1.0,1.0,0.0,0.0
5,1,1,243,0,6,1,1.0,1.0,0.0,0.0
5,1,1,162,0,5,1,1.0,1.0,0.0,0.0
10,1,1,245,0,5,0,1.0,1.0,0.0,0.0
10,1,1,266,0,5,0,1.0,1.0,0.0,0.0
4,1,1,250,0,5,1,1.0,1.0,0.0,0.0
5,1,1,156,0,5,1,1.0,1.0,0.0,0.0
5,1,1,173,0,5,1,1.0,1.0,0.0,0.0
5,1,1,234,0,5,1,1.0,1.0,0.0,0.0
5,1,1,246,0,5,1,1.0,1.0,0.0,0.0
5,1,1,243,0,5,1,1.0,1.0,0.0,0.0
4,1,1,37,0,5,1,1.0,1.0,0.0,0.0
4,1,1,315,0,5,1,1.0,1.0,0.0,0.0
5,1,1,214,0,5,1,1.0,1.0,0.0,0.0
5,1,1,154,0,5,1,1.0,1.0,0.0,0.0
10,1,1,306,0,5,0,1.0,1.0,0.0,0.0
5,1,1,153,0,5,1,1.0,1.0,0.0,0.0
4,1,1,347,0,5,1,1.0,1.0,0.0,0.0
4,1,1,72,0,5,1,1.0,1.0,0.0,0.0
10,1,1,9,0,5,0,1.0,1.0,0.0,0.0
10,1,1,7,0,5,0,1.0,1.0,0.0,0.0
10,1,1,4,0,5,0,1.0,1.0,0.0,0.0
4,1,1,77,0,5,1,1.0,1.0,0.0,0.0
0,1,1,72,0,5,0,1.0,1.0,0.0,0.0
10,1,1,22,0,5,0,1.0,1.0,0.0,0.0
11,1,1,20,0,5,0,1.0,1.0,0.0,0.0
5,1,1,224,0,5,1,1.0,1.0,0.0,0.0
4,1,1,41,0,5,1,1.0,1.0,0.0,0.0
4,1,1,21,0,5,1,1.0,1.0,0.0,0.0
5,1,1,38,0,5,1,1.0,1.0,0.0,0.0
10,1,1,5,0,5,0,1.0,1.0,0.0,0.0
5,1,1,40,0,5,1,1.0,1.0,0.0,0.0
5,1,1,61,0,5,1,1.0,1.0,0.0,0.0
5,1,1,36,0,5,1,1.0,1.0,0.0,0.0
10,1,1,36,0,5,0,1.0,1.0,0.0,0.0
5,1,1,34,0,5,1,1.0,1.0,0.0,0.0
4,1,1,251,0,5,1,1.0,1.0,0.0,0.0
10,1,1,274,0,5,0,1.0,1.0,0.0,0.0
4,1,1,245,0,5,1,1.0,1.0,0.0,0.0
4,1,1,67,0,5,1,1.0,1.0,0.0,0.0
4,1,1,253,0,5,1,1.0,1.0,0.0,0.0
10,1,1,66,0,5,0,1.0,1.0,0.0,0.0
10,1,1,289,0,5,0,1.0,1.0,0.0,0.0
3,1,1,88,0,5,0,1.0,1.0,0.0,0.0
10,1,1,41,0,5,0,1.0,1.0,0.0,0.0
10,1,1,263,0,5,0,1.0,1.0,0.0,0.0
10,1,1,239,0,5,0,1.0,1.0,0.0,0.0
10,1,1,249,0,5,0,1.0,1.0,0.0,0.0
5,1,1,213,0,5,1,1.0,1.0,0.0,0.0
4,1,1,272,0,5,1,1.0,1.0,0.0,0.0
10,1,1,264,0,5,0,1.0,1.0,0.0,0.0
10,1,1,252,0,5,0,1.0,1.0,0.0,0.0
5,1,1,219,0,5,1,1.0,1.0,0.0,0.0
5,1,1,41,0,5,1,1.0,1.0,0.0,0.0
10,1,1,227,0,5,0,1.0,1.0,0.0,0.0
10,1,1,268,0,5,0,1.0,1.0,0.0,0.0
4,1,1,283,0,5,1,1.0,1.0,0.0,0.0
10,1,1,273,0,5,0,1.0,1.0,0.0,0.0
4,1,1,257,0,5,1,1.0,1.0,0.0,0.0
10,1,1,235,0,5,0,1.0,1.0,0.0,0.0
